Id,NameHCR,RSSDHCR,Excl_Specialty,Excl_Foreign,Excl_Nocore,Excl_Noloans,Excl_Credit,CERT,NameFull,Address,City,Stalp,Zip,Stcnty,Year,Callym,CB,Asset,HCAsset,Size,ForAsset,LoanToAsset,CoreRatio,Max_Deposits,Office_Count,LARGE_CBSAS,State_Count,Business_Line,Meets_LTA,Meets_Core,Meets_Deposits,Meets_Offices,Meets_LrgMSA,Meets_States,Run_Date
16971,STOCKTON BANCSHARES INC,0001060131,0,0,0,0,0,16971,SOLUTIONS NORTH BANK,123 N CEDAR ST,STOCKTON,KS,67669,20163,2023,202312,1,"3,10,578",310578,S,,65.66%,83.18%,"80,640",5,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
16976,ORBISONIA COMMUNITY BCORP INC,0001248854,0,0,0,0,0,16976,COMMUNITY STATE BANK OF ORBISONIA,478 RIDGLEY ST,ORBISONIA,PA,17243,42061,2023,202312,1,"4,60,598",460598,S,,76.13%,85.65%,"92,263",9,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1053272,PINNACLE BCORP INC,0001053272,0,0,0,0,0,16980,BANK OF COLORADO,1609 E HARMONY RD,FORT COLLINS,CO,80525,08069,2023,202312,0,"71,39,049",19275397,L,,66.02%,85.48%,"4,74,132",176,7,8,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,0,0,0,20240321
16982,PONTIAC BCORP INC,0001207712,0,0,0,0,0,16982,BANK OF PONTIAC,300 W WASHINGTON ST,PONTIAC,IL,61764,17105,2023,202312,1,"10,14,640",1014640,S,,73.89%,77.86%,"3,72,759",11,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17001,FSB BANCSHARES INC,0003602058,0,0,0,0,0,17001,FIRST SECURITY BANK AND TRUST COMPANY,1541 NE 23RD ST,OKLAHOMA CITY,OK,73111,40109,2023,202312,1,"1,19,349",119349,S,,84.99%,58.40%,"59,688",1,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17009,CENTRAL BANCSHARES KS CTY INC,0001063084,0,0,0,0,0,17009,CENTRAL BANK OF KANSAS CITY,2301 INDEPENDENCE BLVD.,KANSAS CITY,MO,64124,29095,2023,202312,1,"3,87,790",387790,S,,66.35%,65.83%,"3,02,052",2,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17011,FIRST BK SHARES OF THE S E INC,0001134041,0,0,0,0,0,17011,FNB SOUTH,423 W 12TH ST,ALMA,GA,31510,13005,2023,202312,1,"5,82,908",582908,S,,65.17%,83.45%,"2,13,749",4,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17040,WILSON&MUIR BCORP INC,0001099122,0,0,0,0,0,17040,WILSON & MUIR BANK & TRUST COMPANY,107 N 3RD ST,BARDSTOWN,KY,40004,21179,2023,202312,1,"7,39,520",739520,S,,59.23%,88.44%,"2,25,050",11,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17062,BELLINGHAM CORP THE,0001122132,0,0,0,0,0,17062,STATE BANK OF BELLINGHAM,201 MAIN AVE,BELLINGHAM,MN,56212,27073,2023,202312,1,"54,443",54443,S,,52.97%,62.35%,"41,452",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17068,LABETTE COUNTY BANKSHARES INC,0001057784,0,0,0,0,0,17068,LABETTE BANK,319 E 4TH ST,ALTAMONT,KS,67330,20099,2023,202312,1,"5,04,388",504388,S,,61.38%,85.00%,"74,469",11,1,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17073,ATKINSON CNTY BANKSHARES CORP,0001081332,0,0,0,0,0,17073,THE PEOPLES BANK,6 FLEETWOOD AVE E,WILLACOOCHEE,GA,31650,13003,2023,202312,1,"1,08,308",108308,S,,32.08%,87.89%,"55,465",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17077,FIRST US BANCSHARES INC,0001086168,0,0,0,0,0,17077,FIRST US BANK,3291 HWY. 280 E,BIRMINGHAM,AL,35243,01073,2023,202312,1,"10,72,824",1072824,S,,75.62%,81.03%,"1,54,776",15,2,3,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17094,MTA BANCSHARES INC,0004276344,0,0,0,0,0,17094,HOMEBANK TEXAS,601 N HWY. 175,SEAGOVILLE,TX,75159,48113,2023,202312,1,"3,29,678",329678,S,,80.60%,82.30%,"1,68,824",4,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17096,LIBERTY BCORP INC,0001126569,0,0,0,0,0,17096,LIBERTY STATE BANK,111 MAIN ST,POWERS LAKE,ND,58773,38013,2023,202312,1,"1,26,400",126400,S,,38.21%,89.46%,"1,10,397",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17108,COMMUNITY CO THE,0001102200,0,0,0,0,0,17108,"COMMUNITY BANK & TRUST, WACO, TEXAS",1800 WASHINGTON AVE,WACO,TX,76701,48309,2023,202312,1,"6,27,992",627992,S,,58.60%,75.22%,"3,09,619",4,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17115,SIS BCORP MHC,0003815054,0,0,0,0,0,17115,PARTNERS BANK OF NEW ENGLAND,900 MAIN ST,SANFORD,ME,04073,23031,2023,202312,1,"10,91,692",1091692,S,,81.57%,66.95%,"2,81,605",11,2,2,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17120,SECURITY CAPITAL CORP,0001098509,0,0,0,0,0,17120,FIRST SECURITY BANK,295 HWY. 6 W,BATESVILLE,MS,38606,28107,2023,202312,1,"8,65,025",865025,S,,54.79%,86.65%,"3,25,904",18,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17122,MORRISTOWN HOLDING CO,0001142868,0,0,0,0,0,17122,LAKE COUNTRY COMMUNITY BANK,111 DIVISION ST N,MORRISTOWN,MN,55052,27131,2023,202312,1,"31,099",31099,S,,33.08%,91.12%,"20,506",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17123,,,0,0,0,0,0,17123,ARTISANS' BANK,2961 CENTERVILLE RD,WILMINGTON,DE,19808,10003,2023,202312,1,"6,72,693",672693,S,,71.17%,89.79%,"95,914",13,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17126,WCSB HOLDING CO INC,0004896377,0,0,0,0,0,17126,WILCOX COUNTY STATE BANK,105 DEPOT ST S,ABBEVILLE,GA,31001,13315,2023,202312,1,"1,69,787",169787,S,,70.76%,86.54%,"67,105",4,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1124163,BOSSHARD BANCO LTD,0001124163,0,0,0,0,0,17128,INTERCITY STATE BANK,962 GRAND AVE,SCHOFIELD,WI,54476,55073,2023,202312,1,"2,64,478",612912,S,,77.81%,66.48%,"1,07,274",8,,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
1053526,H PAT HENSON CO THE,0001053526,0,0,0,0,0,17138,PEOPLES STATE BANK,117 E. MAIN ST.,BLAIR,OK,73526,40065,2023,202312,1,"16,700",39754,S,,65.32%,90.62%,"21,896",2,,1,C&I LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17145,HERITAGE GROUP INC,0001055089,0,0,0,0,0,17145,HERITAGE BANK,110 E 9TH ST,WOOD RIVER,NE,68883,31079,2023,202312,1,"5,72,355",572355,S,,31.40%,73.72%,"1,64,611",20,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17159,BOU BCORP INC,0002935142,0,0,0,0,0,17159,BANK OF UTAH,2605 WASHINGTON BLVD,OGDEN,UT,84401,49057,2023,202312,0,"29,12,354",2912354,L,,77.53%,68.26%,"7,16,940",19,3,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,0,1,20240321
17160,CEDAR POINT BANCSHARES INC,0001060690,0,0,0,0,0,17160,COTTONWOOD VALLEY BANK,106 MAIN ST,CEDAR POINT,KS,66843,20017,2023,202312,1,"42,419",42419,S,,9.73%,90.27%,"11,636",5,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17162,DAIRY STATE BCORP INC,0001126121,0,0,0,0,0,17162,DAIRY STATE BANK,16 S MAIN ST,RICE LAKE,WI,54868,55005,2023,202312,1,"7,43,385",743385,S,,44.27%,83.67%,"2,75,399",12,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17169,SBT BANCSHARES INC,0002145950,0,0,0,0,0,17169,STATE BANK & TRUST COMPANY,1614 S BAYOU DR,GOLDEN MEADOW,LA,70357,22057,2023,202312,1,"1,40,633",140633,S,,60.67%,86.90%,"60,492",4,,1,C&I LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17174,DAKOTAH BANKSHARES INC,0002359328,0,0,0,0,0,17174,"PEOPLES STATE BANK, FAIRMOUNT, N. D.",201 MAIN AVE,FAIRMOUNT,ND,58030,38077,2023,202312,1,"34,214",34214,S,,69.46%,94.19%,"20,688",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
4436559,NEW HAMPSHIRE MUTUAL BCORP,0004436559,0,0,0,0,0,17180,MEREDITH VILLAGE SAVINGS BANK,24 NH 25,MEREDITH,NH,03253,33001,2023,202312,1,"16,36,765",3732780,L,,85.78%,73.92%,"5,88,754",28,1,1,MORTGAGE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
17190,CAMILLA BANCSHARES INC,0002087939,0,0,0,0,0,17190,BANK OF CAMILLA,50 E BROAD ST,CAMILLA,GA,31730,13205,2023,202312,1,"1,70,860",170860,S,,62.59%,70.42%,"1,18,137",1,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
1129515,FIVE FLAGS BANKS INC,0001129515,0,0,0,0,0,17193,THE WARRINGTON BANK,4093 BARRANCAS AVE,PENSACOLA,FL,32507,12033,2023,202312,1,"1,85,141",332272,S,,36.41%,84.76%,"1,16,591",6,1,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17205,ENEVOLDSEN MANAGEMENT CO,0002046516,0,0,0,0,0,17205,THE POTTER STATE BANK OF POTTER,301 CHESTNUT ST,POTTER,NE,69156,31033,2023,202312,1,"50,795",50795,S,,44.63%,79.05%,"35,788",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17208,,,0,0,0,0,0,17208,TSB BANK,695 E. AVE,LOMIRA,WI,53048,55027,2023,202312,1,"1,81,982",181982,S,,68.68%,87.00%,"84,365",3,,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17211,CITIZENS BANCSHARES BATESVILLE,0001131077,0,0,0,0,0,17211,THE CITIZENS BANK,655 S SAINT LOUIS ST,BATESVILLE,AR,72501,05063,2023,202312,1,"14,05,463",1405463,S,,84.79%,83.20%,"5,08,988",17,2,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17214,,,0,0,0,0,0,17214,CITIZENS STATE BANK,222 MAIN ST,SEALY,TX,77474,48015,2023,202312,1,"4,00,610",400610,S,,58.84%,90.47%,"3,49,943",1,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17224,FIRST SECURITY BCORP INC,0002125523,0,0,0,0,0,17224,FIRST SECURITY TRUST AND SAVINGS BANK,7315 W GRAND AVE,ELMWOOD PARK,IL,60707,17031,2023,202312,1,"4,01,831",401831,S,,53.81%,92.42%,"4,21,420",1,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17229,HENDERSON STATE CO,0001055847,0,0,0,0,0,17229,HENDERSON STATE BANK,1040 N MAIN ST,HENDERSON,NE,68371,31185,2023,202312,1,"3,37,319",337319,S,,80.38%,58.32%,"1,36,028",5,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17230,ALBANK CORP,0001208933,0,0,0,0,0,17230,ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION,3400 W LAWRENCE AVE,CHICAGO,IL,60625,17031,2023,202312,1,"7,42,330",742330,S,,76.52%,83.92%,"4,19,585",4,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17232,SIDNEY BCORP,0003621497,0,0,0,0,0,17232,SIDNEY STATE BANK,3016 W SIDNEY RD,SIDNEY,MI,48885,26117,2023,202312,1,"1,27,295",127295,S,,69.53%,90.53%,"91,146",3,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17241,PUTNAM COUNTY BCORP INC,0001136492,0,0,0,0,0,17241,NORTH CENTRAL BANK,126 E HIGH ST,HENNEPIN,IL,61327,17155,2023,202312,1,"1,53,297",153297,S,,55.76%,87.10%,"84,250",2,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17244,DENVER BANKSHARES INC,0002209058,0,0,0,0,0,17244,THE BANK OF DENVER,810 E 17TH AVE,DENVER,CO,80218,08031,2023,202312,1,"2,75,802",275802,S,,75.29%,85.54%,"1,73,392",3,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17259,ST ANSGAR BCORP,0001208728,0,0,0,0,0,17259,ST. ANSGAR STATE BANK,237 W 4TH ST,SAINT ANSGAR,IA,50472,19131,2023,202312,1,"1,79,000",179000,S,,59.14%,80.36%,"1,08,063",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17262,,,0,0,0,0,0,17262,ESSEX SAVINGS BANK,35 PLAINS RD,ESSEX,CT,06426,09007,2023,202312,1,"5,05,605",505605,S,,64.89%,85.75%,"1,41,257",8,2,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2078816,COLUMBIA BANKING SYSTEM INC,0002078816,0,0,0,0,0,17266,UMPQUA BANK,445 SE MAIN ST,ROSEBURG,OR,97470,41019,2023,202312,0,"5,21,67,342",52167342,L,,70.99%,73.82%,"39,82,754",315,12,6,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,0,0,0,20240321
1207785,TREYNOR BANCSHARES INC,0001207785,0,0,0,0,0,17280,THE BANK OF TIOGA,7 N MAIN ST,TIOGA,ND,58852,38105,2023,202312,1,"4,09,077",1270856,S,,33.72%,61.84%,"2,62,979",16,1,4,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
1232497,ROYAL BANK OF CANADA,0001232497,0,0,0,0,0,17281,CITY NATIONAL BANK,555 S FLOWER ST,LOS ANGELES,CA,90071,06037,2023,202312,0,"9,33,73,306",99773739,L,0.00%,66.40%,71.73%,"2,37,59,282",66,12,8,NO LENDING SPECIALTY,1,1,0,1,0,0,20240321
17282,FIDELITY BAN CORP,0001204337,0,0,0,0,0,17282,BANKIOWA,7045 C AVE NE,CEDAR RAPIDS,IA,52402,19113,2023,202312,1,"8,34,128",834128,S,,74.37%,75.62%,"2,45,636",13,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17308,CENTRAL PACIFIC FINANCIAL CORP,0001022764,0,0,0,0,0,17308,CENTRAL PACIFIC BANK,220 S KING ST,HONOLULU,HI,96813,15003,2023,202312,1,"76,28,818",7628818,L,,70.48%,90.05%,"16,78,408",27,1,1,MORTGAGE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
1051380,GOPPERT FINANCIAL CORP,0001051380,0,0,0,0,0,17317,GOPPERT STATE SERVICE BANK,106 E 5TH AVE,GARNETT,KS,66032,20003,2023,202312,1,"2,71,946",529747,S,,68.92%,87.94%,"88,225",13,1,2,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17320,PEOPLE FIRST BANCSHARES INC,0001209480,0,0,0,0,0,17320,PEOPLES BANK & TRUST,200 S LOCUST ST,PANA,IL,62557,17021,2023,202312,1,"5,69,714",569714,S,,65.94%,71.43%,"1,46,634",11,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17323,FIRST STATE BANCSHARES INC,0001099917,0,0,0,0,0,17323,FIRST STATE COMMUNITY BANK,201 E COLUMBIA ST,FARMINGTON,MO,63640,29187,2023,202312,1,"39,77,265",3977265,L,,72.84%,84.58%,"4,91,420",57,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
17327,DICKSON FINANCIAL CORP,0001085899,0,0,0,0,0,17327,BANK OF DICKSON,466 HWY. 46 S,DICKSON,TN,37055,47043,2023,202312,1,"2,82,717",282717,S,,59.22%,87.49%,"1,61,827",4,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17348,,,0,0,0,0,0,17348,SOUTH STORY BANK & TRUST,501 LINN ST,SLATER,IA,50244,19169,2023,202312,1,"4,96,471",496471,S,,91.55%,65.24%,"1,95,615",5,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17350,SAN DIEGO BANCSHARES INC,0001832749,0,0,0,0,0,17350,FIRST STATE BANK OF SAN DIEGO,209 E GRAVIS ST,SAN DIEGO,TX,78384,48131,2023,202312,1,"73,984",73984,S,,26.95%,91.92%,"73,931",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17369,MULVANE BANKSHARES INC,0001061455,0,0,0,0,0,17369,CARSON BANK,122 W MAIN ST,MULVANE,KS,67110,20191,2023,202312,1,"1,87,215",187215,S,,65.78%,80.91%,"97,676",4,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17374,MID-AMERICA BANKSHARES INC,0002521059,0,0,0,0,0,17374,MID-AMERICA BANK,802 AMES ST,BALDWIN CITY,KS,66006,20045,2023,202312,1,"4,08,297",408297,S,,78.90%,63.33%,"1,56,659",4,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17375,,,0,0,0,0,0,17375,THE STATE EXCHANGE BANK,107 S COMMERCIAL ST,MANKATO,KS,66956,20089,2023,202312,1,"52,268",52268,S,,31.55%,93.18%,"40,730",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17388,M C BANCSHARES INC,0001841732,0,0,0,0,0,17388,M C BANK & TRUST COMPANY,1201 BRASHEAR AVE,MORGAN CITY,LA,70380,22101,2023,202312,1,"4,40,853",440853,S,,72.70%,69.97%,"1,86,375",9,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17393,GERMAN AMERICAN BCORP INC,0001098620,0,0,0,0,0,17393,GERMAN AMERICAN BANK,711 MAIN ST,JASPER,IN,47546,18037,2023,202312,1,"61,44,423",6144423,L,,64.00%,86.61%,"4,40,134",75,2,2,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
17399,FIRST FINANCIAL CORP,0001067514,0,0,0,0,0,17399,IMPACT BANK,206 E HARVEY AVE,WELLINGTON,KS,67152,20191,2023,202312,1,"1,68,216",168216,S,,60.77%,82.29%,"97,875",2,1,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17403,HAVILAND BANCSHARES EMPLOYEE S,0004873033,0,0,0,0,0,17403,THE HAVILAND STATE BANK,209 N MAIN ST,HAVILAND,KS,67059,20097,2023,202312,1,"49,772",49772,S,,62.05%,73.32%,"29,764",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17410,BENDENA BANCSHARES INC,0001056648,0,0,0,0,0,17410,THE BENDENA STATE BANK,933 FRIENDSHIP RD,BENDENA,KS,66008,20043,2023,202312,1,"1,07,482",107482,S,,61.93%,81.99%,"56,181",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
2511014,PLATTE VALLEY FINL SERVICE COM,0002511014,0,0,0,0,0,17411,MOUNTAIN VALLEY BANK,461 MAIN ST,WALDEN,CO,80480,08057,2023,202312,1,"5,43,928",2314527,L,,77.62%,78.50%,"4,86,754",23,,3,MULTI SPECIALTY LENDER,1,1,1,1,1,1,20240321
17431,MO ARK BANCSHARES INC,0005812954,0,0,0,0,0,17431,STONE BANK,802 E MAIN ST,MOUNTAIN VIEW,AR,72560,05137,2023,202312,1,"7,47,843",747843,S,,76.62%,71.67%,"1,58,065",7,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17437,DACOTAH BANKS INC,0001121229,0,0,0,0,0,17437,DACOTAH BANK,308 S MAIN ST,ABERDEEN,SD,57401,46013,2023,202312,1,"41,52,838",4152838,L,,74.54%,89.91%,"5,50,534",35,1,3,AG LENDING SPECIALIZATION,1,1,1,1,1,1,20240321
17438,FIRST NATIONAL BANCSHARES INC,0001206313,0,0,0,0,0,17438,FIRST NATIONAL BANK OF AMERICA,241 E SAGINAW ST,EAST LANSING,MI,48823,26065,2023,202312,0,"56,13,739",5613739,L,,91.54%,29.67%,"24,81,473",3,2,1,MORTGAGE LENDING SPECIALIZATION,1,0,1,1,1,1,20240321
17441,DYSART BANCSHARES INC,0001130717,0,0,0,0,0,17441,DYSART STATE BANK,301 MAIN ST,DYSART,IA,52224,19171,2023,202312,1,"17,236",17236,S,,53.74%,82.11%,"16,197",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17443,,,0,0,0,0,0,17443,PISCATAQUA SAVINGS BANK,15 PLEASANT ST,PORTSMOUTH,NH,03801,33015,2023,202312,1,"3,51,163",351163,S,,57.91%,88.23%,"3,21,273",1,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17445,COMMUNITY BANCSHARES INC,0002247612,0,0,0,0,0,17445,COMMUNITY BANK,609 N MAIN ST,JOSEPH,OR,97846,41063,2023,202312,1,"5,62,233",562233,S,,24.68%,91.28%,"94,273",10,,2,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17446,MAVERICK BANCSHARES INC,0005725997,0,0,0,0,0,17446,FORT DAVIS STATE BANK,100 S STATE ST,FORT DAVIS,TX,79734,48243,2023,202312,1,"1,75,417",175417,S,,35.78%,82.67%,"77,424",3,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17450,UNION BCORP,0001416475,0,0,0,0,0,17450,DEFIANCE STATE BANK,201 MAIN AVE,DEFIANCE,IA,51527,19165,2023,202312,1,"43,204",43204,S,,69.27%,75.06%,"25,520",2,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17451,WILLIAMS HOLDING CO INC,0001064513,0,0,0,0,0,17451,HALSTEAD BANK,314 MAIN ST,HALSTEAD,KS,67056,20079,2023,202312,1,"1,66,116",166116,S,,70.48%,90.44%,"85,034",4,1,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17453,FIRST APPLE RIVER CORP,0001143052,0,0,0,0,0,17453,APPLE RIVER STATE BANK,103 MAIN ST,APPLE RIVER,IL,61001,17085,2023,202312,1,"5,51,317",551317,S,,58.79%,84.53%,"2,41,239",8,,2,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17470,FIRST BANK CHICAGO CORP,0001205398,0,0,0,0,0,17470,FIRST BANK CHICAGO,1835 1ST ST,HIGHLAND PARK,IL,60035,17097,2023,202312,1,"20,09,620",2009620,S,,65.69%,66.59%,"9,94,319",3,1,1,MULTI SPECIALTY LENDER,NA,NA,NA,NA,NA,NA,20240321
17477,UBT BANCSHARES INC,0003219577,0,0,0,0,0,17477,UNITED BANK & TRUST,823 BROADWAY,MARYSVILLE,KS,66508,20117,2023,202312,1,"8,75,290",875290,S,,71.34%,75.99%,"1,32,512",16,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17478,FIRSTIER II BCORP,0003391147,0,0,0,0,0,17478,FIRSTIER BANK,115 S WALNUT ST,KIMBALL,NE,69145,31105,2023,202312,1,"9,37,215",937215,S,,79.98%,79.80%,"2,60,798",10,1,3,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17491,DIAMOND HTH STOCK CO GP LLC,0005213690,0,0,0,0,0,17491,PLAINSCAPITAL BANK,6565 HILLCREST AVE,UNIVERSITY PARK,TX,75205,48113,2023,202312,0,"1,34,07,371",13407371,L,,63.82%,81.01%,"29,23,967",59,5,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,1,1,1,1,0,1,20240321
17509,FIRST STB FL KEYS HOLDING CO,0003897519,0,0,0,0,0,17509,FIRST STATE BANK OF THE FLORIDA KEYS,1201 SIMONTON ST,KEY WEST,FL,33040,12087,2023,202312,1,"11,76,887",1176887,S,,69.90%,84.80%,"4,04,150",11,1,1,COMMERCIAL REAL ESTATE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17513,FISHER BCORP INC,0002616179,0,0,0,0,0,17513,THE FISHER NATIONAL BANK,102 E DIVISION ST,FISHER,IL,61843,17019,2023,202312,1,"3,33,741",333741,S,,72.58%,78.47%,"96,268",5,,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17514,BANTERRA CORP,0003202832,0,0,0,0,0,17514,BANTERRA BANK,3201 BANTERRA DR,MARION,IL,62959,17199,2023,202312,0,"30,81,020",3081020,L,,73.68%,77.80%,"2,77,098",40,2,6,MULTI SPECIALTY LENDER,1,1,1,1,1,0,20240321
1068025,KEYCORP,0001068025,0,0,0,0,0,17534,KEYBANK NATIONAL ASSOCIATION,127 PUBLIC SQ,CLEVELAND,OH,44114,39035,2023,202312,0,"18,58,90,386",185890386,L,0.04%,60.20%,77.23%,"5,55,24,587",976,35,16,C&I LENDING SPECIALIZATION,1,1,0,0,0,0,20240321
17543,TRI-STATES BANKSHARES INC,0001082898,0,0,0,0,0,17543,BANK OF DADE,12634 N MAIN ST,TRENTON,GA,30752,13083,2023,202312,1,"1,53,597",153597,S,,53.10%,95.09%,"1,38,428",3,1,1,MORTGAGE LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17551,,,0,0,0,0,0,17551,COMMUNITY STATE BANK,207 S MAIN ST,PATON,IA,50217,19073,2023,202312,1,"45,473",45473,S,,36.74%,85.41%,"42,024",1,,1,AG LENDING SPECIALIZATION,NA,NA,NA,NA,NA,NA,20240321
17563,PALMETTO STATE BANKSHARES INC,0001076329,0,0,0,0,0,17563,PALMETTO STATE BANK,601 1ST ST W,HAMPTON,SC,29924,45049,2023,202312,1,"6,10,887",610887,S,,33.70%,83.14%,"1,59,704",8,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
17569,,,0,0,0,0,0,17569,BANK OF DENTON,510 MAIN ST,DENTON,KS,66017,20043,2023,202312,1,"24,788",24788,S,,48.80%,84.57%,"20,478",1,,1,NO LENDING SPECIALTY,NA,NA,NA,NA,NA,NA,20240321
